"Pubmed.Central.ID"	"Article.number"	"Allocated"	"Journal"	"Omics.type"	"Organism"	"Gene.set.library"	"GS.version"	"Statistical.test.used"	"FDR.Correction"	"App.used"	"App.Version"	"Code.availability"	"Background.gene.set"	"Assumptions.violated"	"Gene.lists.provided"	"scores"
"1571"	"PMC6629092"	1351	"Sameer"	"JCI Insight"	"RNA-seq"	"Homo sapiens"	"MSigDB"	"No"	"GSEA"	"No"	"GSEA"	"No"	NA	NA	"FDR"	"No"	-3
"1572"	"PMC6629703"	1352	"Sameer"	"Sci Rep"	"RNA-seq"	"Oryza sativa"	"GO, KEGG"	"No"	"Hypergeometric"	"No"	"Not stated"	"No"	NA	"Stated, but incorrect"	"Background, FDR"	"No"	-5
"1573"	"PMC6630412"	1353	"Sameer"	"Proteomes"	"Proteomics"	"Mus musculus"	"GO, KEGG"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"No"	-4
"1574"	"PMC6630903"	1354	"Sameer"	"Metabolites"	"Metabolomics"	"Ovis aries"	"MetaboAnalyst"	"Yes"	"Not stated"	"No"	"MetaboAnalyst"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-3
"1576"	"PMC6631992"	1356	"Sameer"	"Medicina (Kaunas)"	"Gene expression array, Database"	"Homo sapiens"	"GO, ToppFun"	"No"	"Hypergeometric"	"Yes"	"ToppFun"	"No"	NA	"Stated, but incorrect"	"Background"	"No"	-3
"1577"	"PMC6632497"	1357	"Sameer"	"Evid Based Complement Alternat Med"	"Database"	"Homo sapiens"	"GO, KEGG"	"No"	"Hypergeometric"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-4
"1578"	"PMC6633652"	1358	"Sameer"	"Cancer Cell Int"	"Database"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1579"	"PMC6635125"	1359	"Sameer"	"Hypertension"	"DNA methylation array"	"Homo sapiens"	"GO"	"No"	"Not stated"	"Yes"	"GOseq"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-3
"1580"	"PMC6635158"	1360	"Sameer"	"Medicine (Baltimore)"	"Gene expression array, Database"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"1581"	"PMC6635243"	1361	"Sameer"	"Medicine (Baltimore)"	"Gene expression array, miRNA expression array, Database"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"No"	-4
"1582"	"PMC6635252"	1362	"Sameer"	"Medicine (Baltimore)"	"Gene expression array"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"1583"	"PMC6635495"	1363	"Sameer"	"Sci Rep"	"RNA-seq"	"Gallus gallus"	"GO"	"No"	"Hypergeometric"	"Yes"	"GOseq"	"No"	NA	"Not stated"	"Background"	"No"	-3
"1584"	"PMC6635495"	1363	"Sameer"	"Sci Rep"	"RNA-seq"	"Gallus gallus"	"KEGG"	"No"	"Not stated"	"Yes"	"clusterProfiler"	"No"	"No"	"Not stated"	"Background"	"No"	-4
"1585"	"PMC6636003"	1364	"Sameer"	"Clin Proteomics"	"Proteomics"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"Yes"	-3
"1586"	"PMC6636009"	1365	"Sameer"	"J Transl Med"	"Database"	"Homo sapiens"	"GO"	"No"	"Not stated"	"Yes"	"FunRich"	"No"	NA	"Not stated"	"Background"	"No"	-4
"1587"	"PMC6636009"	1365	"Sameer"	"J Transl Med"	"Database"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"Yes"	"STRING"	"No"	NA	"Not stated"	"Background"	"No"	-4
"1590"	"PMC6636054"	1368	"Sameer"	"J Immunother Cancer"	"Database"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"GeneTrail2"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1591"	"PMC6636057"	1369	"Sameer"	"BMC Med"	"Genotyping array"	"Homo sapiens"	"MSigDB"	"No"	"Not stated"	"Yes"	"MAGMA"	"No"	NA	"Not stated"	"Background"	"Yes"	-3
"1592"	"PMC6636057"	1369	"Sameer"	"BMC Med"	"Genotyping array"	"Homo sapiens"	"FUMA"	"No"	"Hypergeometric"	"Yes"	"FUMA"	"No"	NA	"Not stated"	"Background"	"Yes"	-2
"1593"	"PMC6636116"	1370	"Sameer"	"Cancer Cell Int"	"Gene expression array, Database"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"Yes"	"clusterProfiler"	"No"	"No"	"Not stated"	"Background"	"No"	-4
"1594"	"PMC6636172"	1371	"Sameer"	"Hereditas"	"Gene expression array"	"Homo sapiens"	"GO, KEGG, Reactome, WikiPathway"	"No"	"Not stated"	"No"	"ClueGO/Cytoscape"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"1595"	"PMC6636172"	1371	"Sameer"	"Hereditas"	"Gene expression array"	"Homo sapiens"	"GO, KEGG, Reactome, WikiPathway"	"No"	"Not stated"	"No"	"ClueGO/Cytoscape"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"1596"	"PMC6636172"	1371	"Sameer"	"Hereditas"	"Gene expression array"	"Homo sapiens"	"GO, KEGG, Reactome, WikiPathway"	"No"	"Not stated"	"No"	"Cluepedia"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"1597"	"PMC6636290"	1372	"Sameer"	"J Cancer"	"Gene expression array"	"Homo sapiens"	"GO"	"No"	"Not stated"	"Yes"	"FunRich"	"No"	NA	"Not stated"	"Background"	"No"	-4
"1598"	"PMC6636290"	1372	"Sameer"	"J Cancer"	"Gene expression array"	"Homo sapiens"	"KEGG"	"No"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"No"	-2
"1599"	"PMC6636464"	1373	"Sameer"	"Stem Cells Int"	"Gene expression array, Database"	"Homo sapiens"	"GO, KEGG, BioCarta"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"1600"	"PMC6636523"	1374	"Sameer"	"Evid Based Complement Alternat Med"	"Database"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"Yes"	-3
"1601"	"PMC6636523"	1374	"Sameer"	"Evid Based Complement Alternat Med"	"Database"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"No"	"KEGG mapper"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-4
"1602"	"PMC6637171"	1375	"Sameer"	"Sci Rep"	"RNA-seq"	"Homo sapiens"	"GO"	"No"	"No test"	"No test"	"Not stated"	"No"	NA	"Not stated"	"Background, FDR, Inference without test"	"No"	-6
"1604"	"PMC6637527"	1377	"Sameer"	"J Exp Clin Cancer Res"	"RNA-seq"	"Homo sapiens"	"GO"	"No"	"Not stated"	"Yes"	"clusterProfiler"	"No"	"No"	"Not stated"	"Background"	"Yes"	-3
"1605"	"PMC6637527"	1377	"Sameer"	"J Exp Clin Cancer Res"	"RNA-seq"	"Homo sapiens"	"KEGG"	"No"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"Yes"	-1
"1606"	"PMC6637535"	1378	"Sameer"	"Breast Cancer Res"	"Gene expression array"	"Homo sapiens, Mus musculus"	"MSigDB"	"No"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"No"	-2
"1607"	"PMC6637578"	1379	"Sameer"	"Cancer Cell Int"	"RNA-seq"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"Yes"	"Enrichr"	"No"	NA	"Not stated"	"Background"	"No"	-4
"1608"	"PMC6637634"	1380	"Sameer"	"BMC Plant Biol"	"RNA-seq"	"Magnolia wufengensis"	"GO, KEGG"	"No"	"Fisher"	"Yes"	"GOATOOLS"	"No"	NA	"Not stated"	"Background"	"No"	-3
"1609"	"PMC6637634"	1380	"Sameer"	"BMC Plant Biol"	"RNA-seq"	"Magnolia wufengensis"	"GO, KEGG"	"No"	"Not stated"	"Yes"	"KOBAS"	"No"	NA	"Not stated"	"Background"	"No"	-4
"1610"	"PMC6637716"	1381	"Sameer"	"Biomed Res Int"	"RNA-seq"	"Homo sapiens"	"GO, KEGG"	"No"	"Fisher"	"No"	"Not stated"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1611"	"PMC6637775"	1382	"Sameer"	"Front Pediatr"	"Gene expression array"	"Homo sapiens"	"GO, KEGG"	"No"	"Fisher"	"No"	"clusterProfiler"	"No"	"No"	"Not stated"	"Background, FDR"	"No"	-4
"1612"	"PMC6639196"	1383	"Sameer"	"Cancer Med"	"RNA-seq"	"Homo sapiens"	"GO"	"No"	"Not stated"	"Yes"	"clusterProfiler"	"No"	"No"	"Not stated"	"Background"	"No"	-4
"1613"	"PMC6639467"	1384	"Sameer"	"Biosci Rep"	"RNA-seq"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"No"	"ClueGO/Cytoscape"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1614"	"PMC6639549"	1385	"Sameer"	"World J Gastroenterol"	"RNA-seq, DNA methylation array"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"1615"	"PMC6639549"	1385	"Sameer"	"World J Gastroenterol"	"RNA-seq, DNA methylation array"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"No"	"KOBAS"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"1616"	"PMC6639549"	1385	"Sameer"	"World J Gastroenterol"	"RNA-seq, DNA methylation array"	"Homo sapiens"	"KEGG"	"No"	"GSEA"	"No"	"GSEA"	"Yes"	NA	NA	"FDR"	"No"	-2
"1617"	"PMC6639800"	1386	"Sameer"	"Inhal Toxicol"	"Proteomics"	"Mus musculus"	"GO"	"No"	"Not stated"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1618"	"PMC6640160"	1387	"Sameer"	"Front Genet"	"Genotyping array"	"Cyprinus carpio"	"GO"	"No"	"Not stated"	"No"	"GOEAST"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-4
"1619"	"PMC6640160"	1387	"Sameer"	"Front Genet"	"Genotyping array"	"Cyprinus carpio"	"KEGG"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-4
"1620"	"PMC6641114"	1388	"Sameer"	"PLoS One"	"RNA-seq"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"1621"	"PMC6641114"	1388	"Sameer"	"PLoS One"	"RNA-seq"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"No"	"GeneMANIA"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1622"	"PMC6641114"	1388	"Sameer"	"PLoS One"	"RNA-seq"	"Homo sapiens"	"MSigDB"	"Yes"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"No"	-1
"1623"	"PMC6641773"	1389	"Sameer"	"Medicine (Baltimore)"	"Gene expression array"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1624"	"PMC6642221"	1390	"Sameer"	"EBioMedicine"	"RNA-seq"	"Homo sapiens"	"MSigDB"	"No"	"GSEA"	"Yes"	"GSEA"	"Yes"	NA	NA	"No"	"No"	-1
"1625"	"PMC6642358"	1391	"Sameer"	"EBioMedicine"	"Proteomics"	"Homo sapiens"	"PANTHER"	"Yes"	"Fisher"	"Yes"	"PANTHER"	"Yes"	NA	"Not stated"	"Background"	"No"	-1
"1626"	"PMC6642358"	1391	"Sameer"	"EBioMedicine"	"Proteomics"	"Homo sapiens"	"Not stated"	"No"	"Fisher"	"Yes"	"DAVID"	"Yes"	NA	"Not stated"	"Background"	"No"	-3
"1627"	"PMC6642358"	1391	"Sameer"	"EBioMedicine"	"Proteomics"	"Homo sapiens"	"Not stated"	"No"	"GSEA, Fisher"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"No"	-3
"1628"	"PMC6642368"	1392	"Sameer"	"Carcinogenesis"	"RNA-seq, Gene expression array"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"No"	"Not stated"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-6
"1629"	"PMC6642368"	1392	"Sameer"	"Carcinogenesis"	"RNA-seq, Gene expression array"	"Homo sapiens"	"GO"	"No"	"GSEA"	"Yes"	"GSEA"	"Yes"	NA	NA	"No"	"No"	-1
"1630"	"PMC6643041"	1393	"Sameer"	"J Biol Chem"	"RNA-seq"	"Homo sapiens"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1631"	"PMC6643108"	1394	"Sameer"	"Int J Med Sci"	"Gene expression array"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"GOstats"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1632"	"PMC6643108"	1394	"Sameer"	"Int J Med Sci"	"Gene expression array"	"Homo sapiens"	"GO"	"No"	"Not stated"	"Yes"	"BiNGO/Cytoscape"	"No"	NA	"Not stated"	"Background"	"No"	-4
"1633"	"PMC6643108"	1394	"Sameer"	"Int J Med Sci"	"Gene expression array"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"No"	"GeneAnswers"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1634"	"PMC6643108"	1394	"Sameer"	"Int J Med Sci"	"Gene expression array"	"Homo sapiens"	"GO, KEGG"	"No"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"No"	-2
"1636"	"PMC6645621"	1396	"Sameer"	"J Am Heart Assoc"	"RNA-seq"	"Homo sapiens"	"GO, KEGG"	"No"	"Not stated"	"No"	"WebGestalt"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1637"	"PMC6645689"	1397	"Sameer"	"Onco Targets Ther"	"Gene expression array, Database"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"1638"	"PMC6645694"	1398	"Sameer"	"Neuropsychiatr Dis Treat"	"Genome sequencing"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"ClueGO/Cytoscape"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"1639"	"PMC6646387"	1399	"Sameer"	"Nat Commun"	"Proteomics"	"Homo sapiens"	"Ingenuity Knowledge Base"	"Yes"	"Not stated"	"No"	"Ingenuity Pathway Analysis"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-3
"1640"	"PMC6646836"	1400	"Sameer"	"Front Microbiol"	"RNA-seq, Genome sequencing"	"Haemophilus influenzae"	"COG"	"No"	"Fisher"	"Yes"	"Not stated"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-3
"1641"	"PMC6647035"	1401	"Mark"	"AAPS J"	"RNA-seq"	"Homo sapiens"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"Not stated"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"No data shown"	"No"	-5
"1642"	"PMC6647082"	1402	"Mark"	"BMC Genomics"	"RNA-seq"	"Gerbera hybrida"	"KEGG"	"No"	"Not stated"	"Yes"	"KOBAS"	"No"	NA	"Stated, but incorrect"	"Background"	"Yes"	-3
"1643"	"PMC6647123"	1403	"Mark"	"J Transl Med"	"RNA-seq, Proteomics, DNA methylation sequencing"	"Rattus norvegicus"	"KEGG, GO"	"Yes"	"Hypergeometric"	"Yes"	"DAVID"	"Yes"	NA	"Not stated"	"Background"	"Yes"	0
"1644"	"PMC6647278"	1404	"Mark"	"J Transl Med"	"miRNA-seq"	"Homo sapiens"	"KEGG, GO, PID, Reactome, BioCarta"	"No"	"No test"	"No test"	"miRSystem"	"No"	NA	"Not stated"	"Inference without test"	"No"	-5
"1646"	"PMC6648188"	1406	"Mark"	"Thyroid"	"Genome sequencing"	"Homo sapiens"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-4
"1649"	"PMC6650137"	1409	"Mark"	"PLoS One"	"RNA-seq"	"Mus musculus"	"GO"	"No"	"Not stated"	"No"	"Not stated"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-6
"1650"	"PMC6650380"	1410	"Mark"	"Genet Med"	"Metabolomics"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"Not stated"	"Metabolon"	"Yes"	NA	"Not stated"	"No data shown"	"Yes"	-3
"1651"	"PMC6650538"	1411	"Mark"	"Front Aging Neurosci"	"Gene expression array"	"Mus musculus"	"KEGG, GO"	"No"	"Fisher, Hypergeometric"	"Yes"	"Not stated"	"No"	NA	"Not stated"	"Background"	"Yes"	-3
"1652"	"PMC6650621"	1412	"Mark"	"Neuropsychiatr Dis Treat"	"Database"	"Homo sapiens"	"KEGG, Schizo-Pi"	"No"	"No test"	"No test"	"Cytoscape (No plugin stated)"	"Yes"	NA	"Not stated"	"Inference without test"	"No"	-4
"1653"	"PMC6650964"	1413	"Mark"	"Int J Mol Sci"	"Proteomics"	"Rattus norvegicus"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"Not stated"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-4
"1654"	"PMC6651023"	1414	"Mark"	"Int J Mol Sci"	"RNA-seq"	"Citrus sinensis"	"GO"	"No"	"Hypergeometric"	"Yes"	"Not stated"	"No"	NA	"Not stated"	"Background"	"Yes"	-3
"1655"	"PMC6651063"	1415	"Mark"	"Int J Mol Sci"	"RNA-seq"	"Raphanus sativus"	"GO"	"No"	"No test"	"No test"	"GOseq"	"No"	"No"	"Not stated"	"No data shown"	"Yes"	-4
"1656"	"PMC6651063"	1415	"Mark"	"Int J Mol Sci"	"RNA-seq"	"Raphanus sativus"	"KEGG"	"Yes"	"Not stated"	"No"	"KOBAS"	"Yes"	"No"	"Not stated"	"Background, FDR"	"Yes"	-2
"1657"	"PMC6651160"	1416	"Mark"	"Molecules"	"Metabolomics"	"Rattus norvegicus"	"MetaboAnalyst"	"Yes"	"Not stated"	"Yes"	"MetaboAnalyst"	"Yes"	NA	"Not stated"	"Background"	"No"	-2
"1658"	"PMC6651163"	1417	"Mark"	"Int J Mol Sci"	"RNA-seq"	"Aedes aegypti"	"GO"	"No"	"No test"	"No test"	"AmiGO"	"No"	NA	"Not stated"	"Inference without test"	"No"	-5
"1659"	"PMC6651264"	1418	"Mark"	"Int J Mol Sci"	"RNA-seq"	"Humulus lupulus"	"GO"	"No"	"Hypergeometric"	"Yes"	"agriGO"	"No"	NA	"Not stated"	"Background"	"Yes"	-2
"1660"	"PMC6651264"	1418	"Mark"	"Int J Mol Sci"	"RNA-seq"	"Humulus lupulus"	"KEGG"	"No"	"Not stated"	"Yes"	"KOBAS"	"No"	NA	"Not stated"	"Background"	"Yes"	-3
"1661"	"PMC6651518"	1419	"Mark"	"Int J Mol Sci"	"PCR array"	"Homo sapiens"	"Not stated"	"No"	"Not stated"	"Not stated"	"Not stated"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-6
"1663"	"PMC6652086"	1421	"Mark"	"Stem Cells Int"	"Gene expression array"	"Rattus norvegicus"	"KEGG, GO"	"No"	"EASE"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-4
"1665"	"PMC6656345"	1423	"Mark"	"PLoS One"	"Proteomics"	"Mus musculus"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"Yes"	-3
"1666"	"PMC6656345"	1423	"Mark"	"PLoS One"	"Proteomics"	"Mus musculus"	"KEGG"	"Yes"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"No"	-1
"1668"	"PMC6656668"	1425	"Mark"	"World J Clin Cases"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"clusterProfiler"	"No"	"No"	"Not stated"	"Background"	"No"	-4
"1670"	"PMC6656886"	1427	"Mark"	"Sci Rep"	"RNA-seq"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"topGO"	"No"	"No"	"Not stated"	"Background, FDR"	"Yes"	-4
"1671"	"PMC6656886"	1427	"Mark"	"Sci Rep"	"RNA-seq"	"Homo sapiens"	"KEGG, GO"	"No"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"Yes"	-1
"1672"	"PMC6656901"	1428	"Mark"	"Physiol Mol Biol Plants"	"RNA-seq"	"Solanum sisymbriifolium"	"GO"	"No"	"Hypergeometric"	"Yes"	"GOseq"	"Yes"	"No"	"Not stated"	"Background"	"No"	-2
"1673"	"PMC6656901"	1428	"Mark"	"Physiol Mol Biol Plants"	"RNA-seq"	"Solanum sisymbriifolium"	"KEGG"	"No"	"Not stated"	"Yes"	"KOBAS"	"Yes"	NA	"Not stated"	"Background"	"No"	-3
"1675"	"PMC6657409"	1430	"Mark"	"J Assist Reprod Genet"	"RNA-seq"	"Macaca mulatta"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"Not stated"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"No data shown"	"Yes"	-4
"1676"	"PMC6657409"	1430	"Mark"	"J Assist Reprod Genet"	"RNA-seq"	"Macaca mulatta"	"GO"	"Yes"	"Not stated"	"Yes"	"PANTHER"	"Yes"	NA	"Not stated"	"Background"	"Yes"	-1
"1679"	"PMC6657706"	1433	"Mark"	"Front Genet"	"RNA-seq"	"Campylomormyrus compressirostris, Campylomormyrus tshokwe, Gnathonemus petersii, Malapterurus electricus, Sternopygus macrurus"	"KEGG, GO"	"No"	"Hypergeometric"	"Yes"	"KOBAS"	"Yes"	NA	"Not stated"	"Background"	"Yes"	-1
"1680"	"PMC6657832"	1434	"Mark"	"PLoS One"	"Gene expression array"	"Homo sapiens"	"GO"	"No"	"Not stated"	"Yes"	"Cytoscape (No plugin stated)"	"No"	NA	"Not stated"	"Background, No data shown"	"Yes"	-3
"1681"	"PMC6658407"	1435	"Mark"	"Allergy Asthma Immunol Res"	"Proteomics"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"No data shown, Background, FDR"	"No"	-4
"1682"	"PMC6658407"	1435	"Mark"	"Allergy Asthma Immunol Res"	"Proteomics"	"Homo sapiens"	"GO"	"No"	"Not stated"	"No"	"Enrichr"	"No"	NA	"Not stated"	"No data shown, Background, FDR"	"No"	-5
"1683"	"PMC6658407"	1435	"Mark"	"Allergy Asthma Immunol Res"	"Proteomics"	"Homo sapiens"	"Ingenuity Knowledge Base"	"No"	"Fisher"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"No data shown, Background, FDR"	"No"	-4
"1684"	"PMC6658818"	1436	"Mark"	"Biosci Rep"	"Gene expression array"	"Mus musculus"	"KEGG, GO"	"No"	"Chi-squared, Fisher"	"No"	"Not stated"	"No"	"No"	"Not stated"	"Background, FDR"	"No"	-5
"1685"	"PMC6659138"	1437	"Mark"	"Neurol Genet"	"DNA methylation array, RNA-seq"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"Yes"	"Enrichr"	"No"	NA	"No"	"Background"	"No"	-4
"1686"	"PMC6660058"	1438	"Mark"	"Aging (Albany NY)"	"Gene expression array"	"Mus musculus"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"Not stated"	"Background, FDR"	"Yes"	-4
"1687"	"PMC6660363"	1439	"Mark"	"Clin Genitourin Cancer"	"Proteomics"	"Homo sapiens"	"Ingenuity Knowledge Base"	"No"	"Not stated"	"No"	"Ingenuity Pathway Analysis"	"No"	NA	"No"	"Background, FDR, No data shown"	"No"	-5
"1689"	"PMC6661011"	1441	"Mark"	"Surgery"	"Gene expression array"	"Homo sapiens"	"GO, Hallmark"	"No"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"No"	-2
"1690"	"PMC6661144"	1442	"Mark"	"PeerJ"	"Gene expression array"	"Homo sapiens"	"BioCarta"	"Yes"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"No"	-1
"1691"	"PMC6661144"	1442	"Mark"	"PeerJ"	"Database"	"Homo sapiens"	"KEGG, GO"	"Yes"	"Not stated"	"No"	"Metascape"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-4
"1692"	"PMC6661385"	1443	"Mark"	"Transl Oncol"	"RNA-seq, Proteomics"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1693"	"PMC6661800"	1444	"Mark"	"Dose Response"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Fisher"	"No"	"Not stated"	"No"	"No"	"Not stated"	"Background, FDR"	"No"	-5
"1694"	"PMC6662274"	1445	"Mark"	"Biomed Res Int"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"GSEA"	"Yes"	"GSEA"	"Yes"	NA	NA	"No"	"No"	-1
"1695"	"PMC6662274"	1445	"Mark"	"Biomed Res Int"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Hypergeometric"	"Yes"	"Not stated"	"Yes"	"No"	"Not stated"	"Background"	"Yes"	-2
"1696"	"PMC6662497"	1446	"Mark"	"Biomed Res Int"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"Yes"	NA	"Not stated"	"Background, FDR"	"No"	-4
"1697"	"PMC6662509"	1447	"Mark"	"Diabetes Metab Syndr Obes"	"Gene expression array"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"No"	"DAVID"	"No"	NA	"Not stated"	"Background, FDR"	"No"	-5
"1698"	"PMC6662555"	1448	"Mark"	"Ecol Evol"	"RNA-seq"	"Exaiptasia pallida"	"KEGG"	"No"	"Not stated"	"Yes"	"ESGEA"	"No"	"No"	NA	"No"	"Yes"	-2
"1699"	"PMC6663624"	1449	"Mark"	"J Heart Lung Transplant"	"RNA-seq"	"Homo sapiens"	"KEGG, GO"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"Yes"	-3
"1700"	"PMC6663626"	1450	"Mark"	"Fertil Steril"	"Database"	"Homo sapiens"	"KEGG"	"No"	"Not stated"	"Yes"	"DAVID"	"No"	NA	"Not stated"	"Background"	"No"	-4
"1701"	"PMC6663990"	1451	"Mark"	"Biosci Rep"	"Proteomics"	"Homo sapiens"	"GO"	"No"	"Not stated"	"Yes"	"DAVID"	"Yes"	NA	"Not stated"	"Background"	"No"	-3
"1702"	"PMC6664418"	1452	"Mark"	"Onco Targets Ther"	"RNA-seq"	"Homo sapiens"	"MSigDB"	"No"	"GSEA"	"Yes"	"GSEA"	"No"	NA	NA	"No"	"No"	-2
