Pubmed Central ID	Article number	Allocated	Journal	Omics type	Organism	Gene set library	GS version	Statistical test used	FDR Correction	App used	App Version	Code availability	Background gene set	Assumptions violated	Gene lists provided
PMC6604150	1214	Kaumadi	Reprod Biol Endocrinol	Gene expression array	Homo sapiens	GO	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
PMC6604150	1214	Kaumadi	Reprod Biol Endocrinol	Gene expression array	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	Yes	Ingenuity Pathway Analysis	No	NA	Not stated	Background	No
PMC6604150	1214	Kaumadi	Reprod Biol Endocrinol	Gene expression array	Homo sapiens	KEGG	No	Not stated	No	KOBAS	No	NA	Not stated	Background, FDR	No
PMC6604208	1215	Kaumadi	Genet Sel Evol	Genome sequencing	Bos taurus	GO, KEGG	No	Hypergeometric	Yes	ClueGO/Cytoscape	Yes	NA	Not stated	Background	Yes
PMC6604360	1216	Kaumadi	EBioMedicine	Proteomics	Homo sapiens	GO, KEGG	No	Not stated	Yes	STRING	Yes	NA	Not stated	Background	No
PMC6604675	1217	Kaumadi	Med Sci Monit	Database	Homo sapiens	GO, KEGG	No	Not stated	No	KOBAS	No	NA	Not stated	Background, FDR	No
PMC6605639	1218	Kaumadi	Int J Mol Med	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
PMC6605639	1218	Kaumadi	Int J Mol Med	Gene expression array	Homo sapiens	KEGG	No	GSEA	Yes	GSEA	Yes	NA	NA	No	No
PMC6606003	1219	Kaumadi	Cancer Biol Ther	Database	Homo sapiens, Mus musculus	KEGG	No	Not stated	No	STRING	No	NA	Not stated	Background, FDR	No
PMC6606692	1220	Kaumadi	Front Microbiol	Metabolomics	Legionella pneumophila	MetaboAnalyst	Yes	Not stated	Yes	MetaboAnalyst	Yes	NA	Not stated	Background	No
PMC6606747	1221	Kaumadi	EBioMedicine	Gene expression array	Homo sapiens, Mus musculus	GO	No	Not stated	No	ToppGene	No	NA	Not stated	Background, FDR	No
PMC6606943	1222	Kaumadi	Front Pharmacol	Gene expression array	Rattus norvegicus	KEGG	No	Fisher	Yes	Not stated	No	NA	Not stated	Background	Yes
PMC6606960	1223	Kaumadi	EBioMedicine	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	Yes	NA	NA	Background	No
PMC6606960	1223	Kaumadi	EBioMedicine	RNA-seq	Homo sapiens	MSigDB	Yes	GSEA	Yes	GSEA	Yes	NA	NA	No	No
PMC6607041	1224	Kaumadi	Oncol Lett	Gene expression array	Homo sapiens	GO	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
PMC6607041	1224	Kaumadi	Oncol Lett	Gene expression array	Homo sapiens	GO	No	Not stated	No	FunRich	Yes	NA	Not stated	Background, FDR	No
PMC6607041	1224	Kaumadi	Oncol Lett	Gene expression array	Homo sapiens	KEGG	No	Not stated	No	KOBAS	No	NA	Not stated	Background, FDR	No
PMC6607048	1225	Kaumadi	Oncol Lett	Gene expression array	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	Yes	NA	NA	Background	No
PMC6607081	1226	Kaumadi	Oncol Lett	Database	Homo sapiens	GO, KEGG	No	Not stated	Yes	clusterProfiler	No	No	Not stated	Background	Yes
PMC6607103	1227	Kaumadi	Oncol Lett	Database	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6607209	1228	Kaumadi	Cancer Manag Res	DNA methylation array	Homo sapiens	GO, KEGG, PID, BioCarta, Reactome, BioCyc, PANTHER	No	Not stated	Yes	KOBAS	No	NA	Not stated	Background	No
PMC6607209	1228	Kaumadi	Cancer Manag Res	DNA methylation array	Homo sapiens	MSigDB	No	GSEA	No	GSEA	No	NA	NA	No data shown	No
PMC6607224	1229	Kaumadi	Oncol Lett	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	ClueGO/Cytoscape	Yes	NA	Not stated	Background	No
PMC6607232	1230	Kaumadi	Oncol Lett	Proteomics	Homo sapiens	KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6607238	1231	Kaumadi	Oncol Lett	DNA methylation array	Homo sapiens	GO	No	Not stated	Yes	clusterProfiler	Yes	No	Not stated	Background	No
PMC6607389	1232	Kaumadi	Oncol Lett	miRNA-seq	Homo sapiens	GO, KEGG	No	Not stated	Yes	Metascape	No	NA	Not stated	Background	Yes
PMC6607402	1233	Kaumadi	Oncol Lett	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	Yes
PMC6607424	1234	Kaumadi	Oncol Lett	Gene expression array	Homo sapiens	Not stated	No	GSEA	No	GSEA	Yes	NA	NA	No	No
PMC6607516	1235	Kaumadi	Eur J Med Res	Database	Homo sapiens	GO, KEGG	No	Not stated	No	clusterProfiler	No	No	Not stated	Background, FDR	Yes
PMC6609316	1236	Kaumadi	Oncol Rep	Database	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
PMC6609352	1237	Kaumadi	Oncol Rep	Database	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6609385	1238	Kaumadi	Genet Sel Evol	Genotyping array	Ovis aries	GO, PID, WikiPathways, Reactome	No	No test	No test	Biosystem	No	NA	Not stated	Inference without test	Yes
PMC6609559	1239	Kaumadi	FEBS Open Bio	Gene expression array	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	Yes	Ingenuity Pathway Analysis	No	NA	Not stated	Background	No
PMC6609580	1240	Kaumadi	FEBS Open Bio	DNA methylation array	Homo sapiens	GO, KEGG	No	Hypergeometric	Yes	GSEA	Yes	NA	NA	No	No
PMC6609598	1241	Kaumadi	Biosci Rep	Database	Homo sapiens	GO, Pathway Studio Ontology	No	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6609600	1242	Kaumadi	Biosci Rep	Database	Homo sapiens	GO, KEGG	No	Not stated	No	clusterProfiler	No	NA	Not stated	Background, FDR	No
PMC6609606	1243	Kaumadi	Sci Rep	Gene expression array	Oryctolagus cuniculus	GO, KEGG	No	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6609625	1244	Kaumadi	Sci Rep	Proteomics	Bos taurus	GO	No	Not stated	Yes	ProteINSIDE	No	NA	Not stated	Background	No
PMC6609876	1245	Kaumadi	PeerJ	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	clusterProfiler	No	NA	Not stated	Background	Yes
PMC6610069	1246	Kaumadi	Sci Rep	Proteomics	Spica prunellae	GO, KEGG	No	No test	No test	QuickGO	No	NA	Not stated	Inference without test	Yes
PMC6610171	1247	Kaumadi	Carcinogenesis	DNA methylation array	Homo sapiens	GO	No	Not stated	No	MetaCore	Yes	NA	Not stated	Background, FDR	No
PMC6610209	1248	Kaumadi	Front Neurosci	RNA-seq	Simiiformes catarrhini	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	Yes
PMC6610216	1249	Kaumadi	Biomed Rep	Proteomics	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
PMC6610298	1250	Kaumadi	Onco Targets Ther	Database	Homo sapiens	GO, KEGG	No	No test	No test	DAVID	No	NA	Not stated	Inference without test	No
PMC6610545	1251	Kaumadi	PeerJ	RNA-seq	Rattus norvegicus	GO	No	Not stated	Yes	GOseq	No	NA	Not stated	Background	No
PMC6610545	1251	Kaumadi	PeerJ	RNA-seq	Rattus norvegicus	KEGG	No	Not stated	Yes	KOBAS	No	NA	Not stated	Background	No
PMC6610672	1252	Kaumadi	Biochem Med (Zagreb)	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6611005	1253	Kaumadi	BMC Complement Altern Med	Database	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	Yes	NA	Not stated	Background	No
PMC6611007	1254	Kaumadi	Front Immunol	Proteomics	Mus musculus	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
PMC6611386	1255	Kaumadi	Front Pediatr	miRNA-seq	Homo sapiens	KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6611580	1256	Kaumadi	PLoS One	Metabolomics	Homo sapiens	KEGG	No	Not stated	No	MetPA	No	NA	Not stated	Background, FDR	No
PMC6611666	1257	Kaumadi	PLoS One	Metabolomics	Bos grunniens	KEGG	No	Not stated	Yes	Not stated	No	NA	Not stated	Background	No
PMC6611870	1258	Kaumadi	Nat Commun	Gene expression array	Homo sapiens	KEGG	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR	No
PMC6612054	1259	Kaumadi	Carcinogenesis	Proteomics	Homo sapiens	Ingenuity Knowledge Base	Yes	Not stated	Yes	Ingenuity Pathway Analysis	Yes	NA	Not stated	Background	No
PMC6612054	1259	Kaumadi	Carcinogenesis	Proteomics	Homo sapiens	GO	No	Not stated	No	WebGestalt	No	NA	Not stated	Background, FDR	No
PMC6612102	1260	Kaumadi	BMC Cancer	Database	Homo sapiens	GO, KEGG	No	Not stated	No	limma goana, limma kegga	No	NA	NA	FDR	No
PMC6612112	1261	Kaumadi	BMC Genomics	Genome sequencing	Phyllosticta	GO, SGD	No	No test	No test	PANTHER	No	No	Yes	Inference without test	No
PMC6612184	1262	Kaumadi	Microbiome	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6612290	1263	Kaumadi	Onco Targets Ther	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6612647	1264	Kaumadi	Aging Cell	RNA-seq	Homo sapiens	GO	No	Hypergeometric	Yes	STRING	No	NA	Not stated	Background	No
PMC6612877	1265	Kaumadi	Bioinformatics	Database	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
PMC6612877	1265	Kaumadi	Bioinformatics	Database	Homo sapiens	GO, KEGG	No	Not stated	Yes	ToppGene	No	NA	Not stated	Background	No
PMC6612921	1266	Kaumadi	Int J Cardiol Heart Vasc	Gene expression array	Homo sapiens	MSigDB, BioCarta	Yes	GSEA	Yes	GSEA	No	NA	NA	No	Yes
PMC6613603	1267	Kaumadi	Cancer Manag Res	Metabolomics	Homo sapiens	KEGG, HMDB	No	Not stated	No	MetaboAnalyst	Yes	NA	Not stated	Background, FDR	No
PMC6613612	1268	Kaumadi	Cancer Manag Res	Gene expression array	Homo sapiens	KEGG	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR	No
PMC6613898	1269	Kaumadi	Autophagy	Gene expression array	Mus musculus	MSigDB	No	GSEA	Yes	GSEA	No	NA	NA	No	Yes
PMC6613934	1270	Kaumadi	Int J Infect Dis	Metabolomics	Homo sapiens	KEGG, HMDB	No	Not stated	Yes	MetaboAnalyst	Yes	NA	Not stated	No	No
PMC6614288	1271	Kaumadi	Front Vet Sci	RNA-seq	Bos taurus	GO	No	Hypergeometric	Yes	clusterProfiler	No	No	Not stated	Background	Yes
PMC6614288	1271	Kaumadi	Front Vet Sci	RNA-seq	Bos taurus	GO	No	Hypergeometric	Yes	topGO	No	No	Not stated	Background	Yes
PMC6614444	1272	Kaumadi	Front Immunol	Genotyping array	Homo sapiens	BioCarta, KEGG, Reactome	No	Hypergeometric	Yes	Not stated	No	NA	Not stated	No	Yes
PMC6614623	1273	Kaumadi	Am J Transl Res	DNA methylation sequencing, RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	Yes	Not stated	No	No	Not stated	Background	No
PMC6614645	1274	Kaumadi	Am J Transl Res	miRNA-seq	Homo sapiens	GO, KEGG	No	Not stated	Yes	Not stated	No	NA	Not stated	Background	No
PMC6614660	1275	Kaumadi	Am J Transl Res	Gene expression array	Homo sapiens	Reactome	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
PMC6614665	1276	Kaumadi	Oncol Lett	DNA methylation array	Homo sapiens	GO, KEGG, Reactome	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR	No
PMC6614680	1277	Kaumadi	Oncol Lett	Database	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6614686	1278	Kaumadi	Oncol Lett	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
PMC6614716	1279	Kaumadi	Exp Ther Med	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	Yes
PMC6614844	1280	Kaumadi	Nucleic Acids Res	Database	Homo sapiens	GO, KEGG	No	Hypergeometric	Yes	MetaCore	No	NA	Not stated	Background	No
PMC6614857	1281	Kaumadi	Cancer Manag Res	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	No	Metascape	No	NA	Not stated	Background, FDR	No
PMC6614972	1282	Kaumadi	Biomed Res Int	Database	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	Yes
PMC6614983	1283	Kaumadi	Biomed Res Int	RNA-seq	Sus scrofa	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	Yes
PMC6615177	1284	Kaumadi	BMC Genomics	Gene expression array	Mus musculus, Gallus gallus	GO, KEGG, BioCarta	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	Yes
PMC6615284	1285	Kaumadi	BMC Genomics	RNA-seq	Rhacophorus omeimontis	GO	No	Hypergeometric	Yes	GOseq	No	No	Not stated	Background	Yes
PMC6615284	1285	Kaumadi	BMC Genomics	RNA-seq	Rhacophorus omeimontis	KEGG	No	Hypergeometric	Yes	KOBAS	No	NA	Not stated	Background	Yes
PMC6616015	1286	Kaumadi	J Pain	DNA methylation array	Homo sapiens	GO, KEGG	No	Not stated	Yes	Enrichr	No	No	Not stated	Background, FDR	No
PMC6616627	1287	Kaumadi	Nat Commun	Genome sequencing	Homo sapiens	GO, DisGeNET	No	Not stated	Yes	ToppGene	No	Yes	Not stated	Background	No
PMC6617192	1288	Kaumadi	Animals (Basel)	Proteomics	Ovis aries	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6617288	1289	Kaumadi	J Pers Med	RNA-seq	Homo sapiens	GO	No	Not stated	No	VLAD	No	NA	Not stated	Background, FDR	Yes
PMC6617415	1290	Kaumadi	Int J Environ Res Public Health	Gene expression array	Homo sapiens	MSigDB	No	GSEA	Yes	GSEA	No	NA	NA	No	Yes
PMC6617453	1291	Kaumadi	Sci Rep	Genome sequencing	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	Yes
PMC6617596	1292	Kaumadi	Reprod Biol Endocrinol	Proteomics	Homo sapiens	GO, KEGG	No	Not stated	No	WebGestalt	No	NA	Not stated	Background, FDR	No
PMC6617673	1293	Kaumadi	Clin Epigenetics	Database	Homo sapiens	GO	No	No test	No test	WebGestalt	No	NA	Not stated	Inference without test	No
PMC6617681	1294	Kaumadi	Clin Transl Allergy	Database	Homo sapiens	Ingenuity Knowledge Base	No	Fisher	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	Yes
PMC6618130	1295	Kaumadi	J Cell Physiol	Database	Homo sapiens	GO, KEGG	No	Not stated	Yes	clusterProfiler	No	No	Not stated	Background	No
PMC6618905	1296	Kaumadi	Front Immunol	RNA-seq	Sus scrofa	GO, KEGG	No	Not stated	Yes	GOseq	Yes	No	Not stated	Background	Yes
PMC6619257	1297	Kaumadi	Hepatology	Metabolomics	Homo sapiens, Mus musculus	Ingenuity Knowledge Base	No	No test	No test	Ingenuity Pathway Analysis	No	NA	Not stated	Inference without test	No
PMC6619597	1298	Kaumadi	PLoS One	RNA-seq	Mus musculus	GO	No	No test	No test	GOseq	No	No	Not stated	Inference without test	No
PMC6619597	1298	Kaumadi	PLoS One	RNA-seq	Mus musculus	KEGG	No	Not stated	Yes	KOBAS	No	NA	Not stated	Background	No
PMC6619659	1299	Kaumadi	PLoS One	Metabolomics	Bombus	MetaboAnalyst	No	Hypergeometric	Yes	MetaboAnalyst	Yes	NA	Yes	No	No
PMC6620039	1300	Kaumadi	Turk J Biol	miRNA expression array	Homo sapiens	KEGG	No	EASE, Fisher, Hypergeometric	No	Not stated	No	NA	Not stated	Background, FDR	No
PMC6620395	1301	Sameer	J Bacteriol	Metabolomics	Mycobacterium smegmatis	Not stated	No	Not stated	Yes	MetaboAnalyst	No	NA	Not stated	Background	Yes
PMC6620532	1302	Sameer	Front Pharmacol	Metabolomics	Acinetobacter baumannii	KEGG, EcoCyc	No	ANOVA	Yes	Not stated	No	NA	Not stated	Background	Yes
PMC6620567	1303	Sameer	Front Oncol	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	Yes	clusterProfiler	No	No	Not stated	Background	No
PMC6620582	1304	Sameer	Am J Physiol Gastrointest Liver Physiol	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	No	limma	No	No	Stated, but incorrect	Background, FDR	Yes
PMC6620644	1305	Sameer	Physiol Genomics	RNA-seq	Homo sapiens	Not stated	No	GSEA	Yes	GSEA	No	NA	Not stated	Background	No
PMC6620647	1306	Sameer	Physiol Genomics	RNA-seq	Homo sapiens	GO, KEGG	No	Not stated	Yes	ClueGO/Cytoscape	No	NA	Not stated	Background	No
PMC6620726	1307	Sameer	Mol Pain	miRNA expression array, Database	Rattus norvegicus, Homo sapiens	MetaCore, KEGG, GO	No	Not stated	No	MetaCore	No	NA	Not stated	Background, FDR	No
PMC6621796	1308	Sameer	Med Sci Monit	Database	Homo sapiens	GO, KEGG, Reactome	No	No test	No test	DAVID	Yes	NA	Not stated	Background, FDR, Inference without test	No
PMC6622539	1309	Sameer	PLoS One	Gene expression array	Homo sapiens	GO	No	Not stated	Yes	MetaCore	No	NA	Not stated	Background	No
PMC6624175	1310	Sameer	BMC Med Genomics	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6624179	1311	Sameer	BMC Med Genomics	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
PMC6624179	1311	Sameer	BMC Med Genomics	Gene expression array	Homo sapiens	GO, KEGG	No	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6624472	1312	Sameer	Front Genet	RNA-seq	Bos taurus	GO, KEGG	No	Not stated	Yes	KOBAS	No	NA	Not stated	Background	Yes
PMC6624980	1313	Sameer	BMC Plant Biol	RNA-seq	Sorghum bicolor	GO, KEGG	No	Hypergeometric	No	Not stated	No	NA	Yes	FDR	No
PMC6624997	1314	Sameer	Epigenetics Chromatin	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
PMC6625002	1315	Sameer	Parasit Vectors	RNA-seq	Schistosoma japonicum	GO	No	Not stated	No	clusterProfiler	No	No	Not stated	Background, FDR	No
PMC6625002	1315	Sameer	Parasit Vectors	RNA-seq	Schistosoma japonicum	KEGG	No	Not stated	No	Blast2GO	No	NA	Not stated	Background, FDR	No
PMC6625111	1316	Sameer	Mol Genet Genomic Med	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
PMC6625127	1317	Sameer	Mol Genet Genomic Med	Genotyping array	Homo sapiens	Reactome	No	GSEA	Yes	i‐Gsea4Gwas	Yes	NA	NA	No	No
PMC6625127	1317	Sameer	Mol Genet Genomic Med	Genotyping array	Homo sapiens	GO	No	Hypergeometric	Yes	ConsensusPathDB	No	NA	Not stated	Background	No
PMC6625127	1317	Sameer	Mol Genet Genomic Med	Genotyping array	Homo sapiens	Custom	No	Not stated	No	MAGMA	No	NA	Not stated	Background	No
PMC6625187	1318	Sameer	Mol Med Rep	Gene expression array	Homo sapiens	GO, KEGG	No	Fisher	No	Not stated	Yes	NA	Not stated	Background, FDR	No
PMC6625188	1319	Sameer	Mol Med Rep	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6625205	1320	Sameer	Mol Med Rep	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	No
PMC6625394	1321	Sameer	Mol Med Rep	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	clusterProfiler	Yes	No	Not stated	Background	No
PMC6625394	1321	Sameer	Mol Med Rep	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	ClueGO/Cytoscape	No	NA	Not stated	Background	No
PMC6625405	1322	Sameer	Mol Med Rep	Proteomics	Homo sapiens	UniProt, STITCH	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR	No
PMC6625459	1323	Sameer	Mol Med Rep	Database	Homo sapiens	GO, KEGG	No	Fisher	Yes	Not stated	No	NA	Not stated	Background	No
PMC6626090	1324	Sameer	AMB Express	RNA-seq	Morchella importuna	GO, KEGG	No	Not stated	Yes	GOATOOLS	No	NA	Yes	No	No
PMC6626090	1324	Sameer	AMB Express	RNA-seq	Morchella importuna	GO, KEGG	No	Not stated	Yes	KOBAS	No	NA	Yes	No	No
PMC6626135	1325	Sameer	Sci Rep	Metabolomics	Gallus gallus	GO	No	Hypergeometric, Fisher	Yes	MetaboAnalyst	Yes	NA	Not stated	Background	No
PMC6626363	1326	Sameer	BMC Plant Biol	RNA-seq	Carica papaya	GO	No	Hypergeometric	No	GOseq	No	No	Not stated	Background, FDR	Yes
PMC6626363	1326	Sameer	BMC Plant Biol	RNA-seq	Carica papaya	KEGG	No	Not stated	No	KOBAS	No	NA	Not stated	Background, FDR	Yes
PMC6626370	1327	Sameer	Clin Epigenetics	NanoString, Proteomics	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	Yes	NA	Not stated	Background	No
PMC6626515	1328	Sameer	PeerJ	RNA-seq, Proteomics	Ananas comosus	GO, KEGG	No	Hypergeometric	No	Not stated	No	NA	Not stated	Background, FDR	No
PMC6626531	1329	Sameer	PeerJ	Gene expression array	Homo sapiens	GO, KEGG	No	Not stated	Yes	clusterProfiler	No	No	Not stated	Background	No
PMC6626902	1330	Sameer	Cancer Manag Res	Gene expression array, Database	Homo sapiens	GO	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	No
PMC6626902	1330	Sameer	Cancer Manag Res	Gene expression array, Database	Homo sapiens	KEGG	No	Not stated	No	DIANA-miRPath	No	NA	Not stated	Background, FDR	No
PMC6626963	1331	Sameer	J Diabetes Investig	Gene expression array, Database	Homo sapiens	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6626994	1332	Sameer	J Diabetes Investig	Gene expression array, Database	Homo sapiens	GO, KEGG, Reactome, BioCyc, PANTHER, NHGRI	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6626994	1332	Sameer	J Diabetes Investig	Gene expression array, Database	Homo sapiens	GO, KEGG, Reactome, BioCyc, PANTHER, NHGRI	No	Not stated	No	PANTHER	No	NA	Not stated	Background, FDR	No
PMC6626994	1332	Sameer	J Diabetes Investig	Gene expression array, Database	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
PMC6627153	1333	Sameer	Int J Mol Sci	Proteomics	Homo sapiens	KEGG	No	Hypergeometric	Yes	ClueGO/Cytoscape	No	NA	Not stated	Background	No
PMC6627192	1334	Sameer	Cancers (Basel)	Gene expression array, Database	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	Yes	Ingenuity Pathway Analysis	No	NA	Not stated	Background	No
PMC6627390	1335	Sameer	Cancers (Basel)	RNA-seq	Gallus gallus	GO	No	Not stated	Yes	GOseq	No	No	Not stated	Background	No
PMC6627390	1335	Sameer	Cancers (Basel)	RNA-seq	Gallus gallus	KEGG	No	Not stated	Yes	KOBAS	No	NA	Not stated	Background	No
PMC6627419	1336	Sameer	Cancers (Basel)	RNA-seq	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
PMC6627499	1337	Sameer	Genes (Basel)	DNA methylation array	Homo sapiens	Ingenuity Knowledge Base	No	Fisher	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	Yes
PMC6627543	1338	Sameer	Am J Clin Exp Urol	scRNA-seq	Homo sapiens	Ingenuity Knowledge Base	No	Not stated	No	Ingenuity Pathway Analysis	No	NA	Not stated	Background, FDR	No
PMC6627545	1339	Sameer	Am J Clin Exp Urol	RNA-seq	Mus musculus	GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6627633	1340	Sameer	Cells	RNA-seq, Database	Gallus gallus	GO, KEGG	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6627814	1341	Sameer	Int J Mol Sci	Gene expression array	Homo sapiens, Mus musculus	Reactome, GO	No	Not stated	No	DAVID	No	NA	Not stated	Background, FDR	No
PMC6627814	1341	Sameer	Int J Mol Sci	Gene expression array	Homo sapiens, Mus musculus	Reactome, GO	No	Not stated	No	Enrichr	No	NA	Not stated	Background, FDR	No
PMC6627814	1341	Sameer	Int J Mol Sci	PCR array	Homo sapiens, Mus musculus	Not stated	No	Not stated	No	DIANA-miRPath	No	NA	Not stated	Background, FDR	No
PMC6627953	1342	Sameer	Cancers (Basel)	Gene expression array	Homo sapiens	Reactome	No	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6628061	1343	Sameer	Diagnostics (Basel)	RNA-seq	Homo sapiens	GO, KEGG	No	GSEA	Yes	GSEA	No	NA	NA	No	No
PMC6628089	1344	Sameer	Cells	Gene expression array	Homo sapiens	GO, UniProt	No	Hypergeometric	Yes	ClueGO/Cytoscape	Yes	NA	Not stated	Background, FDR	No
PMC6628297	1345	Sameer	Healthcare (Basel)	Proteomics	Homo sapiens	GO	No	Not stated	No	PANTHER	Yes	NA	Not stated	Background, FDR	Yes
PMC6628297	1345	Sameer	Healthcare (Basel)	Proteomics	Homo sapiens	KEGG	No	Not stated	No	DAVID	Yes	NA	Not stated	Background, FDR	Yes
PMC6628368	1346	Sameer	Diagnostics (Basel)	Gene expression array	Homo sapiens	GO, ToppCluster	No	Not stated	No	ToppCluster	No	NA	Not stated	Background, FDR	No
PMC6628378	1347	Sameer	Int J Mol Sci	RNA-seq, Database	Glycine max	GO, KEGG	No	Not stated	No	Not stated	No	NA	Not stated	Background, FDR	Yes
PMC6628478	1348	Sameer	Cancer Imaging	RNA-seq	Homo sapiens	KEGG	No	GSEA	Yes	PIANO	No	No	Not stated	Background	No
PMC6628793	1349	Sameer	Proc Natl Acad Sci U S A	ChIP-seq	Homo sapiens	KEGG	No	Not stated	Yes	DAVID	No	NA	Not stated	Background	Yes
PMC6629003	1350	Sameer	Aging (Albany NY)	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE	EXCLUDE
